client_id;n_vehicles;gender;age_type_code;kladr_code;region_name;auto_mark;auto_year;vehicle_age_2026;price;engine_litres;engine_hp;color;subscription_dt;cohort;fines_2025_apr_aug;apr_2025;may_2025;jun_2025;jul_2025;aug_2025
491739cfa646eab3aa9d9dd8924d54df;1;M;A40;77;Москва;CITROEN;2012;14;1079470.0;1.6;90.0;БЕЛЫЙ;2023-04-19;A_pre_2025_04;3;1;1;0;1;0
491760aa3d490a198a92fcc79907bbca;2;M;A40;66;Свердловская область;HYUNDAI;2007;19;1103800.0;2.0;112.0;СВЕТЛО-СЕРЫЙ;2022-09-15;B_2025_to_2026_03;5;3;0;0;2;0
49181d31f376887f563fbb8b62b3ee44;1;M;A40;23;Краснодарский край;BMW;2019;7;5140469.0;3.0;354.0;СЕРЫЙ;2023-11-17;A_pre_2025_04;2;2;0;0;0;0
491ae360138b65eab170b4207cdaa87b;1;M;A20;74;Челябинская область;HYUNDAI;2012;14;1116974.0;1.6;123.0;ЧЕРНО-СЕРЫЙ;2023-08-18;A_pre_2025_04;2;1;0;0;1;0
491d9a661c01f319806b5a58cd2c2340;1;F;A40;42;Кемеровская область;VOLKSWAGEN;2012;14;1171950.0;1.6;102.0;ЖЕЛТЫЙ;2023-09-28;A_pre_2025_04;0;0;0;0;0;0
491f23f65bb471e1c9638d4c83512236;1;M;A20;47;Ленинградская область;LADA (ВАЗ);2012;14;540000.0;1.6;82.0;СИНИЙ;2025-11-11;B_2025_to_2026_03;0;0;0;0;0;0
492478c989aab804ced2c4a203cb0daa;1;M;A40;72;Тюменская область;INFINITI;2011;15;2113500.0;2.5;222.0;ЧЕРНЫЙ;2023-04-03;A_pre_2025_04;8;0;1;1;6;0
4924cacaa5ee918588abee4e46530fa4;1;M;A20;52;Нижегородская область;BMW;2010;16;1651818.0;2.0;184.0;ЧЕРНЫЙ;2025-09-24;B_2025_to_2026_03;0;0;0;0;0;0
4926fea4f1c40dcacf7f4d99f09a8426;1;M;A20;63;Самарская область;HYUNDAI;2016;10;2320577.0;2.0;150.0;ЧЕРНЫЙ;2024-10-09;A_pre_2025_04;1;0;0;0;0;1
492a89d6bc0030eacbca75f94ed78193;2;M;A20;77;Москва;KIA;2015;11;1857794.0;2.4;180.0;СЕРЫЙ;2021-07-21;A_pre_2025_04;75;16;23;20;16;0
4930b070b963b3ce29a18d1c3b6ba5c7;1;M;A40;78;Санкт-Петербург;MITSUBISHI;2011;15;1666452.0;2.0;170.0;КРАСНЫЙ;2023-10-30;A_pre_2025_04;11;1;0;5;3;2
4930cb4f9bf8bac5699a88c7cc402578;1;M;A40;54;Новосибирская область;MAZDA;2014;12;2159208.0;2.0;150.0;ГОЛУБОЙ;2026-01-08;B_2025_to_2026_03;3;0;0;1;2;0
493b08bf1a17bce164055fc8cbf8ee3d;1;M;A20;23;Краснодарский край;LADA (ВАЗ);2017;9;1142500.0;1.6;106.0;КОРИЧНЕВЫЙ;2025-09-16;B_2025_to_2026_03;0;0;0;0;0;0
493b2c55453a6b29faeaa079b4b3b3c5;1;M;A20;78;Санкт-Петербург;AUDI;2016;10;2551648.0;1.4;150.0;КОРИЧНЕВЫЙ;2025-11-22;B_2025_to_2026_03;0;0;0;0;0;0
493c7a3388608173010a916428e9c8f3;1;M;A20;78;Санкт-Петербург;УАЗ;2021;5;2138908.0;2.7;150.0;СЕРЫЙ;2026-02-03;B_2025_to_2026_03;0;0;0;0;0;0
493d07684f4c67c0f2ddc48cccfd72b1;1;F;A40;50;Московская область;GREAT WALL;2012;14;1101682.0;2.4;136.0;ЧЕРНЫЙ;2026-06-27;C_after_2026_04;0;0;0;0;0;0
493f82554ca50eff4629a659487ab9c3;1;M;A20;77;Москва;BMW;2019;7;3963165.0;2.0;258.0;СИНИЙ;2025-10-04;B_2025_to_2026_03;0;0;0;0;0;0
49400b54950bfb6baa125f6dc7850796;1;M;A20;78;Санкт-Петербург;FORD;2005;21;646471.0;1.6;115.0;СВЕТЛО-СЕРО-ГОЛУБОЙ;2025-05-02;B_2025_to_2026_03;26;10;6;0;6;4
494bf72753c4159860cd95ae71345938;1;F;A40;77;Москва;INFINITI;2012;14;2070791.0;2.5;222.0;ТЕМНО-БОРДОВЫЙ;2025-06-03;B_2025_to_2026_03;12;0;0;11;0;1
494fc7402bd3f57c51b13f0efd068495;1;F;A20;42;Кемеровская область;KIA;2008;18;807000.0;1.6;122.0;СИНИЙ;2023-05-30;A_pre_2025_04;0;0;0;0;0;0
49501ad48f640ea6f604bbfec12d71e3;1;M;A20;77;Москва;BELGEE;2026;0;2250000.0;1.5;150.0;;2026-07-12;C_after_2026_04;0;0;0;0;0;0
4951ecd297583efa6904d2ec9f618818;1;M;A40;47;Ленинградская область;ACURA;2014;12;3095000.0;3.5;290.0;ЧЕРНЫЙ;2023-10-17;A_pre_2025_04;1;1;0;0;0;0
495233b31ee8ad7a31fcbf4991d50f9b;2;F;A40;77;Москва;TOYOTA;2022;4;12555243.0;3.4;415.0;ЧЕРНЫЙ;2024-01-29;A_pre_2025_04;96;14;34;17;15;16
4953afe161d40e8c20906648464e956a;1;M;A20;77;Москва;MERCEDES-BENZ;2014;12;3435444.0;3.0;265.0;КОРИЧНЕВЫЙ;2024-12-15;A_pre_2025_04;31;6;5;3;7;10
49541c08c891f2879f0e9e73e9a15367;1;M;A20;63;Самарская область;CHEVROLET;2013;13;1041614.0;1.6;116.0;БЕЛЫЙ;2024-02-04;A_pre_2025_04;5;1;1;0;0;3
49547dd14c4daad16451115cadb9d7eb;1;M;A40;54;Новосибирская область;TOYOTA;2014;12;2500000.0;3.0;171.0;БЕЛЫЙ;2025-05-31;B_2025_to_2026_03;0;0;0;0;0;0
49567e41ef1241695ca464700c2871e7;1;F;A40;23;Краснодарский край;KIA;2022;4;2577000.0;2.0;149.0;СИНИЙ;2025-04-07;B_2025_to_2026_03;4;0;0;0;0;4
495720ef9464ca4bd7542e0adc110250;1;M;A20;16;Республика Татарстан;VOLKSWAGEN;2012;14;1091012.0;1.6;105.0;СЕРЫЙ;2026-08-01;C_after_2026_04;26;0;0;10;10;6
4959cc33a8a4a72696c64a16670022f3;1;M;A20;50;Московская область;CHANGAN;2024;2;2360000.0;1.5;181.0;;2025-12-20;B_2025_to_2026_03;0;0;0;0;0;0
495ae8f37f5805a087350ce1533ff8f2;1;M;A40;72;Тюменская область;TOYOTA;2013;13;1658848.0;1.8;140.0;СЕРЫЙ;2021-08-30;A_pre_2025_04;2;0;1;0;1;0
495b6b75392ee6a1340078da32f4bad9;1;M;A40;55;Омская область;NISSAN;2008;18;1150000.0;2.5;182.0;СЕРЕБРИСТЫЙ;2023-08-11;A_pre_2025_04;5;1;1;0;1;2
495fae5d5dbb53f65f8aebdb4a92d693;1;M;A40;78;Санкт-Петербург;NISSAN;2016;10;2016141.0;1.2;116.0;СЕРЫЙ;2023-02-08;A_pre_2025_04;2;0;0;1;0;1
495ff01046426912bd76e529706cf856;1;M;A40;02;Республика Башкортостан;NISSAN;2012;14;2075285.0;2.5;190.0;ЧЕРНЫЙ;2022-09-10;A_pre_2025_04;7;3;1;1;2;0
4960c832296f6996c0263574a5db6e0a;1;M;A20;78;Санкт-Петербург;BMW;2019;7;2829163.0;1.5;140.0;БЕЛЫЙ;2026-02-25;B_2025_to_2026_03;0;0;0;0;0;0
49614d34082b6503c308f940dc340640;1;M;A20;50;Московская область;HYUNDAI;2012;14;1116974.0;1.4;107.0;СЕРЕБРИСТЫЙ;2024-04-19;A_pre_2025_04;4;1;0;1;2;0
4966079d3021523db9918b47720a0bb7;2;M;A20;50;Московская область;CHANGAN;2024;2;2993831.0;1.4;150.0;БЕЛЫЙ;2025-03-21;B_2025_to_2026_03;22;4;5;8;1;4
496636564ab1f1ac2ad9b18efbd6d132;1;M;A40;66;Свердловская область;LADA (ВАЗ);2021;5;1416667.0;1.6;106.0;СЕРЫЙ;2023-02-21;A_pre_2025_04;4;0;2;0;0;2
496688abe01c45151fb12ba9b3734556;1;M;A20;78;Санкт-Петербург;GEELY;2024;2;3335000.0;2.0;200.0;;2025-05-23;B_2025_to_2026_03;2;0;1;0;0;1
4968af25bb9e95f355d6ab55673ae9f0;1;F;A20;66;Свердловская область;FORD;2007;19;738750.0;1.6;101.0;СВЕТЛО-СЕРЫЙ;2022-10-04;A_pre_2025_04;3;0;3;0;0;0
496ab0043dae87d3214bc6fba36a8a7f;1;M;A40;66;Свердловская область;AUDI;2019;7;4472995.0;2.0;244.0;СЕРЫЙ;2025-05-23;B_2025_to_2026_03;4;0;1;0;0;3
496b186e023559ec4bee80c8e0bfb960;1;M;A20;54;Новосибирская область;RENAULT;2013;13;1009296.0;1.4;75.0;СВЕТЛО-СЕРЫЙ;2024-12-01;A_pre_2025_04;2;0;1;0;0;1
496d5c52ee791f61fd9a29e362274789;1;F;A40;77;Москва;MERCEDES-BENZ;2016;10;2424349.0;1.6;150.0;БЕЛЫЙ;2023-01-06;A_pre_2025_04;9;2;1;2;2;2
496de28c0e9f51e82de2a01834fa7e0a;1;F;A20;77;Москва;HYUNDAI;2015;11;2505360.0;2.4;188.0;;2023-09-17;A_pre_2025_04;13;2;2;3;2;4
496eddcb74364108118db36bd42920e2;1;M;A20;77;Москва;NISSAN;2016;10;2221648.0;2.0;144.0;СЕРЫЙ;2025-03-05;A_pre_2025_04;0;0;0;0;0;0
4970eaaa929672da5c97f0787064ec58;1;M;A40;42;Кемеровская область;HAVAL;2021;5;2412187.0;2.0;190.0;БЕЛЫЙ;2022-01-14;A_pre_2025_04;11;4;1;4;1;1
4971c75ab71b091a1556fcd727b6ae21;1;M;A20;16;Республика Татарстан;RENAULT;2013;13;795063.0;1.5;84.0;ЧЕРНЫЙ;2021-11-14;A_pre_2025_04;3;1;0;0;1;1
497a3f797a544843b215edc2b1e7c3a3;1;M;A40;77;Москва;MAZDA;2019;7;2892644.0;2.5;231.0;ЧЕРНЫЙ;2021-06-05;A_pre_2025_04;2;0;2;0;0;0
497cd015ee408e058889517963d5a5cb;2;M;A20;77;Москва;VOLKSWAGEN;2017;9;2794516.0;1.4;150.0;СЕРЕБРИСТЫЙ;2019-09-27;A_pre_2025_04;5;2;0;0;0;3
497ddcbaa0f4d73e2f03949c29a89a8f;1;M;A20;66;Свердловская область;NISSAN;2008;18;1344000.0;2.0;141.0;СЕРЫЙ;2024-07-20;A_pre_2025_04;1;0;0;1;0;0
497e5e1ccf397ce0edc63e5f436b176e;1;M;A20;23;Краснодарский край;CHEVROLET;2011;15;945455.0;1.6;109.0;СИНИЙ;2022-12-13;A_pre_2025_04;1;0;0;0;1;0
497f3e34339e7152b5bcf2c1e0b373e5;1;M;A20;78;Санкт-Петербург;CHERY;2023;3;1860000.0;1.5;113.0;СЕРЫЙ;2026-03-09;B_2025_to_2026_03;2;0;0;2;0;0
497f7ab5c010b8c6298df6120ad2d219;1;M;A20;66;Свердловская область;PEUGEOT;2013;13;1087520.0;1.6;90.0;БЕЛЫЙ;2025-11-28;B_2025_to_2026_03;0;0;0;0;0;0
4987dc9261c6604a6d13933974ed94a9;1;M;A20;72;Тюменская область;RENAULT;2007;19;562500.0;1.6;87.0;СИНИЙ;2025-05-17;B_2025_to_2026_03;0;0;0;0;0;0
498acd2d1796212aadbf3ce463930531;2;M;A40;42;Кемеровская область;VOLKSWAGEN;2012;14;1717922.0;2.0;170.0;СЕРЕБРИСТЫЙ;2023-04-18;C_after_2026_04;5;0;3;1;0;1
498f1059714be17b0392fcaac1c09511;1;M;A40;16;Республика Татарстан;HAVAL;2023;3;2395000.0;1.5;143.0;СЕРЫЙ;2025-05-31;B_2025_to_2026_03;2;0;0;0;1;1
4992b21fc4cdaa48283473b0d2d4f62e;1;F;A20;54;Новосибирская область;MITSUBISHI;2012;14;1775753.0;2.4;167.0;БЕЛЫЙ;2026-07-31;C_after_2026_04;0;0;0;0;0;0
4994460aa05e174516c7f3aac3a3e9a6;1;F;A20;54;Новосибирская область;OMODA;2024;2;2245000.0;1.5;147.0;ЧЕРНЫЙ;2025-05-02;B_2025_to_2026_03;1;0;1;0;0;0
499840b6183211028167afc277b387eb;1;M;A40;78;Санкт-Петербург;SOLARIS;2024;2;2182500.0;1.6;123.0;СЕРЫЙ;2024-12-11;A_pre_2025_04;4;0;2;2;0;0
499acd91d6b77534e3744eb42b752707;1;F;A40;78;Санкт-Петербург;GEELY;2024;2;4044286.0;2.0;238.0;;2024-11-29;A_pre_2025_04;0;0;0;0;0;0
499cc1f5366d9d1a77cb09c5eac7c61f;1;F;A40;77;Москва;BMW;2020;6;9316034.0;3.0;249.0;БЕЛЫЙ;2025-09-26;B_2025_to_2026_03;0;0;0;0;0;0
499d5d6df2ef09cf36da4c773bf8525d;1;F;A20;77;Москва;CHANGAN;2024;2;2820000.0;1.5;167.0;ЧЕРНЫЙ;2026-06-10;C_after_2026_04;0;0;0;0;0;0
49a05bcfc32f59aa8d6c20605ead5afd;3;M;A40;50;Московская область;MITSUBISHI;2021;5;3117559.0;2.4;167.0;СЕРЫЙ;2023-04-04;A_pre_2025_04;17;0;2;7;5;3
49a29994a22265cbe12aaeb4b34df9ff;1;M;A40;50;Московская область;AUDI;2017;9;3737156.0;2.0;249.0;СЕРЫЙ;2026-03-08;B_2025_to_2026_03;4;0;1;0;1;2
49a3870474d1d66356dd6ca384e328a2;1;M;A40;16;Республика Татарстан;LADA (ВАЗ);2007;19;491667.0;1.6;89.0;ТЕМНО-ЗЕЛЕНЫЙ;2022-05-11;A_pre_2025_04;2;0;0;2;0;0
49a3ea9cb283c12a2e0940ec1855aea8;1;M;A40;74;Челябинская область;GEELY;2024;2;3270000.0;2.0;200.0;ЧЕРНЫЙ;2025-08-08;B_2025_to_2026_03;0;0;0;0;0;0
49a50c6e915789fbfa0675ec22471a27;1;F;A60;78;Санкт-Петербург;RENAULT;2016;10;1788290.0;2.0;143.0;ОРАНЖЕВЫЙ ЧЕРНЫЙ;2023-03-03;A_pre_2025_04;1;0;0;0;0;1
49a88636cac4be390adfad4442e46d76;1;M;A20;50;Московская область;KIA;2020;6;3875799.0;2.2;199.0;СЕРЫЙ;2024-11-17;A_pre_2025_04;2;0;0;0;1;1
49ac6b5b7e74027eb00f27cfd7fbf533;1;M;A40;77;Москва;VOLVO;2017;9;2898889.0;2.0;249.0;КОРИЧНЕВЫЙ;2025-03-31;A_pre_2025_04;1;0;0;1;0;0
49af686128812f1755633e8cf80f6a4f;1;M;A40;77;Москва;HAVAL;2024;2;3295000.0;2.0;192.0;СЕРЫЙ;2024-11-09;A_pre_2025_04;6;0;0;1;4;1
49af86ab99115056cbb68edd3a255884;1;M;A20;77;Москва;CHERY;2024;2;4000000.0;2.0;245.0;ЧЕРНЫЙ;2026-04-30;C_after_2026_04;0;0;0;0;0;0
49b140a839fc07f083ccc41527a2117b;1;F;A20;50;Московская область;HYUNDAI;2020;6;2709318.0;1.6;180.0;БЕЛЫЙ;2025-11-30;B_2025_to_2026_03;0;0;0;0;0;0
49b6c1ba207fab0539bb8bfdad5a3000;1;M;A20;42;Кемеровская область;FORD;2012;14;1169192.0;1.6;105.0;СЕРО-КОРИЧНЕВЫЙ;2025-03-26;A_pre_2025_04;2;0;1;0;1;0
49b7270d71192e6a87ed66a03a2865e3;2;F;A40;52;Нижегородская область;NISSAN;2019;7;2178588.0;2.0;144.0;СЕРЕБРИСТЫЙ;2025-06-20;C_after_2026_04;0;0;0;0;0;0
49bab9e2c4b3ad1a518efc0a2dfe2f14;1;F;A20;78;Санкт-Петербург;VOLKSWAGEN;2013;13;1664008.0;2.0;200.0;БЕЛЫЙ;2024-09-12;A_pre_2025_04;5;1;0;2;1;1
49bc153e7ea7ff2224679691fe1f89de;2;M;A40;54;Новосибирская область;HAVAL;2023;3;3045000.0;2.0;192.0;ОРАНЖЕВЫЙ;2014-08-12;A_pre_2025_04;15;0;8;0;3;4
49bee808b79d80102ac3ba458f007caf;1;M;A40;78;Санкт-Петербург;SKODA;2019;7;3206584.0;1.4;150.0;БЕЛЫЙ;2026-03-05;B_2025_to_2026_03;0;0;0;0;0;0
49bfa43d9cb0376aee465a3a018947da;1;M;A20;66;Свердловская область;RENAULT;2017;9;1688459.0;2.0;143.0;БЕЛЫЙ;2024-06-21;A_pre_2025_04;6;3;1;1;1;0
49c426825473bb64db634e88395b3693;1;M;A20;77;Москва;VOLKSWAGEN;1982;44;851500.0;1.0;54.0;В.СВЕТЛО-ЗЕЛЕНЫЙ;2022-06-07;A_pre_2025_04;5;0;1;2;1;1
49c42d94518fb0a43d9c89f13d1681f5;1;M;A20;50;Московская область;VOLKSWAGEN;2014;12;1435951.0;1.4;122.0;КОРИЧНЕВЫЙ;2026-05-24;C_after_2026_04;0;0;0;0;0;0
49c4df0f14e56db42ae4391de5815633;1;M;A40;66;Свердловская область;SSANGYONG;2014;12;1456720.0;2.3;150.0;ЧЕРНЫЙ;2023-08-23;A_pre_2025_04;5;1;1;1;2;0
49c68f129cfb51fe66db6594deb7c7ed;1;M;A20;50;Московская область;LADA (ВАЗ);2001;25;555000.0;1.6;75.0;БОРДОВЫЙ;2023-08-30;A_pre_2025_04;14;3;1;5;5;0
49c7fe1b26ac69c5aea6a6c042c625ab;1;M;A20;52;Нижегородская область;OPEL;2010;16;928649.0;1.6;116.0;БЕЖЕВЫЙ;2024-12-16;A_pre_2025_04;4;0;0;1;2;1
49c87849e1c438700839fb610fb10fa9;1;M;A40;66;Свердловская область;LADA (ВАЗ);2019;7;1005000.0;1.6;106.0;БЕЛЫЙ;2024-01-20;A_pre_2025_04;0;0;0;0;0;0
49ca404c6c3c8aaa751f0486363612c1;1;F;A40;42;Кемеровская область;GEELY;2023;3;2506514.0;1.5;150.0;БЕЛЫЙ;2024-07-19;A_pre_2025_04;1;1;0;0;0;0
49ca6ca0225643b8b88a25b9add5e292;1;M;A20;78;Санкт-Петербург;JAECOO;2023;3;3160000.0;1.6;186.0;ЧЕРНЫЙ СЕРЫЙ;2025-05-10;B_2025_to_2026_03;0;0;0;0;0;0
49cb8cc98a8e7ae46be6b3a01a3eedc1;1;M;A40;66;Свердловская область;HYUNDAI;2017;9;1991749.0;1.6;123.0;ЧЕРНЫЙ;2025-12-03;B_2025_to_2026_03;0;0;0;0;0;0
49cfc77898f45217cc360068c18fe98b;1;M;A40;72;Тюменская область;JETTA;2023;3;2670000.0;1.4;150.0;ЧЕРНЫЙ;2024-07-02;A_pre_2025_04;3;0;0;0;3;0
49d099502a2540ad7204c45973dcbc81;1;F;A40;77;Москва;KIA;2020;6;4055233.0;2.2;150.0;БЕЛЫЙ;2021-08-17;A_pre_2025_04;13;1;0;4;1;7
49d3961b1de7e183f990528bd504dde8;2;M;A40;24;Красноярский край;CITROEN;2012;14;1013199.0;1.6;120.0;СЕРЕБРИСТЫЙ;2021-05-06;A_pre_2025_04;8;1;1;2;0;4
49e26d0908e001a8782fd1f3eac93b8d;1;M;A20;72;Тюменская область;SKODA;2012;14;1497895.0;1.8;152.0;ТЕМНО-БОРДОВЫЙ;2024-12-24;A_pre_2025_04;7;3;2;0;2;0
49e30bc046feb8540e68233b6b437c84;1;M;A40;16;Республика Татарстан;FORD;2011;15;1113748.0;1.6;105.0;ТЕМНО-СЕРЫЙ;2023-09-26;A_pre_2025_04;5;2;2;0;0;1
49ee39d1a91b3073e8f71f37f493d776;1;M;A20;77;Москва;HAVAL;2023;3;2323333.0;1.5;143.0;СИНИЙ;2025-01-04;A_pre_2025_04;2;0;2;0;0;0
49eeec99ec9bfc6f9ef14db2ef0448f2;1;M;A40;23;Краснодарский край;CHERY;2024;2;2436000.0;1.6;150.0;СЕРЫЙ;2025-05-25;B_2025_to_2026_03;0;0;0;0;0;0
49efea47462b8034c0ab9c0d6a1ad69f;1;M;A20;02;Республика Башкортостан;LIFAN;2013;13;600000.0;1.6;106.0;СЕРЕБРО;2025-01-10;A_pre_2025_04;0;0;0;0;0;0
49f29f09736e7b741a5503680880b62e;2;M;A40;77;Москва;FORD;2022;4;5125000.0;2.3;304.0;БЕЛЫЙ;2022-01-10;B_2025_to_2026_03;2;0;0;1;0;1
49f4f41d9e12324967b294db82c66ba0;1;M;A20;77;Москва;BMW;2009;17;2116250.0;3.0;235.0;СИНИЙ;2020-06-15;A_pre_2025_04;27;0;4;4;16;3
49f72d8206a32fefbae34f9ede096d2b;2;M;A20;74;Челябинская область;BMW;2012;14;1524657.0;2.0;184.0;БЕЛЫЙ;2023-04-20;A_pre_2025_04;1;0;0;0;0;1
49f96b68aba5fb1764d0279408bce81d;1;F;A40;66;Свердловская область;CHEVROLET;2022;4;2493750.0;1.5;177.0;ЧЕРНЫЙ;2026-02-25;B_2025_to_2026_03;0;0;0;0;0;0
49f9b6d7e2b521f7c6cca66ee0b8ca74;1;M;A60;66;Свердловская область;TOYOTA;2018;8;3977500.0;2.7;166.0;СЕРЫЙ;2023-02-19;A_pre_2025_04;0;0;0;0;0;0
49fa12da7764795d7d494deec67c69c2;1;M;A20;16;Республика Татарстан;LADA (ВАЗ);2006;20;455000.0;1.5;77.0;СЕРЕБРИСТО-БЕЖЕВЫЙ;2026-07-01;C_after_2026_04;0;0;0;0;0;0
49fea7439736e80c7fe029229f632698;1;M;A40;16;Республика Татарстан;HAVAL;2024;2;2722000.0;2.0;192.0;СИНИЙ;2025-08-25;B_2025_to_2026_03;7;0;0;0;0;7
4a02fede491c1a60d44a5f95933ca847;1;M;A60;66;Свердловская область;NISSAN;2020;6;2592599.0;2.0;144.0;ЧЕРНЫЙ;2025-11-19;B_2025_to_2026_03;2;0;0;0;2;0
4a044fc5fdcf71a6dcc90f837506fa67;1;M;A20;02;Республика Башкортостан;OMODA;2023;3;2255000.0;1.6;150.0;СИНИЙ;2024-02-05;A_pre_2025_04;5;1;1;2;0;1
4a051593102102f25464afdac3470369;1;F;A20;23;Краснодарский край;LADA (ВАЗ);2016;10;847500.0;1.6;87.0;СЕРЕБРИСТО-ТЕМНО-СЕРЫЙ;2023-09-22;A_pre_2025_04;0;0;0;0;0;0
4a09e95ecf790735228f5b03a5320154;1;F;A40;50;Московская область;NISSAN;2008;18;1305000.0;2.0;141.0;СЕРО-СИРЕНЕВЫЙ;2025-12-06;B_2025_to_2026_03;0;0;0;0;0;0
4a0dbe81ac3d2fa81c0df844f0260b13;1;M;A20;16;Республика Татарстан;AUDI;2020;6;2444615.0;1.0;116.0;БЕЛЫЙ;2026-07-01;C_after_2026_04;5;0;0;4;0;1
4a0dfd5051324d50fa0d61aadeb1f9b1;1;M;A20;52;Нижегородская область;BMW;2018;8;5713605.0;3.0;249.0;БЕЛЫЙ;2023-07-12;A_pre_2025_04;0;0;0;0;0;0
4a0fd2c81704ebbef828f65a6ce5e73c;1;M;A20;42;Кемеровская область;RENAULT;2021;5;1977913.0;1.3;150.0;КРАСНЫЙ ЧЕРНЫЙ;2026-04-18;C_after_2026_04;0;0;0;0;0;0
4a11ef5549207fac1719879946ac65d2;1;M;A20;66;Свердловская область;LADA (ВАЗ);2009;17;581667.0;1.6;98.0;СЕРО-СИНЕ-ЗЕЛЕНЫЙ;2026-03-19;B_2025_to_2026_03;0;0;0;0;0;0
4a124bf14e2d6ad887e2c503d0553ecd;2;M;A40;54;Новосибирская область;LEXUS;2014;12;2628000.0;2.5;208.0;БЕЛЫЙ;2022-10-12;B_2025_to_2026_03;13;0;1;4;5;3
4a126274cd0e6e80796e5a76f865dd09;2;M;A20;52;Нижегородская область;OMODA;2023;3;2030000.0;1.6;150.0;СЕРЫЙ;2022-01-18;A_pre_2025_04;2;0;0;0;1;1
4a1847eb401bbd7097c65dfe50a8bb82;1;F;A20;78;Санкт-Петербург;VOLKSWAGEN;2002;24;754706.0;2.0;115.0;СЕРЫЙ;2025-12-11;B_2025_to_2026_03;0;0;0;0;0;0
4a1870bc32246df31f404dee6948aace;1;M;A40;50;Московская область;GEELY;2023;3;3758000.0;2.0;238.0;СЕРЫЙ;2026-04-19;C_after_2026_04;4;2;0;2;0;0
4a191e8b8f3db1940460ced50c1bd3d1;1;M;A40;50;Московская область;NISSAN;2006;20;920833.0;2.3;173.0;ЧЕРНЫЙ;2023-11-18;A_pre_2025_04;12;0;4;1;1;6
4a21f787ee67d46380d0f36ff42c7928;1;M;A40;52;Нижегородская область;NISSAN;2015;11;2341166.0;3.5;249.0;ЧЕРНЫЙ;2025-07-15;B_2025_to_2026_03;2;0;0;0;2;0
4a24a62a3711ef7da241d863afb981d9;1;M;A20;50;Московская область;BMW;2017;9;4968373.0;3.0;313.0;СЕРЫЙ;2024-11-27;A_pre_2025_04;2;1;0;0;0;1
4a26dcbeb5bde1e08017b9f95e9ba443;1;M;A20;77;Москва;MERCEDES-BENZ;2021;5;6033506.0;2.0;197.0;БЕЛЫЙ;2025-08-10;B_2025_to_2026_03;0;0;0;0;0;0
4a2b764372cbb20346a23654252ae87b;1;M;A20;77;Москва;RENAULT;2020;6;2086250.0;1.6;114.0;СЕРЫЙ;2021-01-24;A_pre_2025_04;6;0;0;2;0;4
4a2d7d452b9e1ede2d480b7ad640740d;1;M;A20;77;Москва;GEELY;2023;3;2506514.0;1.5;150.0;БЕЛЫЙ;2024-02-14;A_pre_2025_04;8;1;1;3;2;1
4a2e20eb9c928e0aa6171c0817e75b2d;1;F;A20;74;Челябинская область;GEELY;2024;2;3335000.0;2.0;238.0;СЕРЫЙ;2024-09-21;A_pre_2025_04;3;2;0;1;0;0
4a347c074dae2075e8537ebb8f6d56b7;1;M;A40;66;Свердловская область;CHANGAN;2024;2;2870000.0;1.5;181.0;СЕРЫЙ;2024-12-22;A_pre_2025_04;3;1;0;1;1;0
4a35075efe636516313929b0afa4d355;1;F;A20;16;Республика Татарстан;SKODA;2024;2;3476667.0;2.0;220.0;ЧЕРНЫЙ;2025-12-24;B_2025_to_2026_03;0;0;0;0;0;0
4a354b2011cb132250d65d9b5233eaf8;1;M;A20;77;Москва;CHEVROLET;2013;13;924779.0;1.7;79.0;СЕРЫЙ СВЕТЛЫЙ;2021-09-20;A_pre_2025_04;2;1;0;1;0;0
4a35b0533ecc19b70a951719420aae57;2;M;A20;52;Нижегородская область;HYUNDAI;2020;6;2355157.0;1.6;123.0;СЕРЫЙ;2024-07-07;B_2025_to_2026_03;5;0;1;0;0;4
4a368b2138f3711760f72018b3edf6ec;1;M;A40;74;Челябинская область;VOLKSWAGEN;2013;13;1377074.0;1.6;105.0;БЕЛЫЙ;2023-02-09;A_pre_2025_04;1;0;0;0;0;1
4a36b8c31ca85f8695558fdd81735a0c;1;M;A40;77;Москва;SKODA;2017;9;2016496.0;1.4;150.0;ЧЕРНЫЙ;2021-10-26;A_pre_2025_04;4;1;0;1;0;2
4a37a19ddd2b128c49b49ff4520d5ff9;1;M;A20;54;Новосибирская область;TOYOTA;2005;21;874773.0;1.6;110.0;БЕЛЫЙ;2024-09-18;A_pre_2025_04;1;0;0;0;1;0
4a3d493a59a4f3306b7d615df6f432ee;1;M;A20;77;Москва;TOYOTA;2015;11;2602828.0;2.5;180.0;БЕЛЫЙ;2024-06-07;A_pre_2025_04;12;1;4;1;3;3
4a3db5a0a5160af1b908f4f42726ca4e;1;M;A20;50;Московская область;HYUNDAI;2004;22;616000.0;2.0;140.0;;2024-11-20;A_pre_2025_04;2;1;0;1;0;0
4a3ef75c3db1c4c35ba3500d6fa38f2a;1;M;A40;74;Челябинская область;AUDI;2013;13;2024536.0;2.0;170.0;БЕЛЫЙ;2022-04-06;A_pre_2025_04;3;1;1;0;1;0
4a40ef53cedc90a9a160c4bfb6acf437;1;M;A40;50;Московская область;LEXUS;2016;10;4483252.0;2.0;238.0;ЧЕРНЫЙ;2022-11-03;A_pre_2025_04;5;1;0;4;0;0
